id	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_benjamini_hochberg	description	ANs_study
.....GO:0006351	10.3	5.3	1.93	116	1125	60	1125	1.36e-05	0.00196	transcription, DNA-templated	O14467,P07248,P09959,P10964,P11633,P12383,P13393,P13574,P14164,P14922,P16649,P17106,P17890,P18480,P18888,P19263,P20134,P21957,P22035,P22082,P22138,P22579,P23255,P23293,P23615,P25302,P25441,P25502,P25554,P27692,P31385,P32432,P32447,P32494,P32591,P32776,P33417,P34161,P35169,P35177,P35189,P35817,P36124,P38129,P38255,P38351,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P39956,P40040,P40154,P40470,P40489,P40505,P40535,P40553,P41696,P43572,P43579,P46669,P47006,P50105,P53040,P53064,P53114,P53165,P53276,P53438,P53628,P53946,P53973,P61830,P80428,P89105,Q01080,Q02336,Q02555,Q02642,Q02908,Q03280,Q03330,Q03661,Q03750,Q03761,Q03833,Q03940,Q04003,Q04116,Q04226,Q04545,Q04673,Q05021,Q05543,Q05958,Q06337,Q06505,Q06629,Q06679,Q07457,Q07458,Q07794,Q08421,Q08887,Q08923,Q12060,Q12159,Q12345,Q12363,Q12433,Q12692,Q99314
......GO:0097659	10.3	5.3	1.93	116	1125	60	1125	1.36e-05	0.00196	nucleic acid-templated transcription	O14467,P07248,P09959,P10964,P11633,P12383,P13393,P13574,P14164,P14922,P16649,P17106,P17890,P18480,P18888,P19263,P20134,P21957,P22035,P22082,P22138,P22579,P23255,P23293,P23615,P25302,P25441,P25502,P25554,P27692,P31385,P32432,P32447,P32494,P32591,P32776,P33417,P34161,P35169,P35177,P35189,P35817,P36124,P38129,P38255,P38351,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P39956,P40040,P40154,P40470,P40489,P40505,P40535,P40553,P41696,P43572,P43579,P46669,P47006,P50105,P53040,P53064,P53114,P53165,P53276,P53438,P53628,P53946,P53973,P61830,P80428,P89105,Q01080,Q02336,Q02555,Q02642,Q02908,Q03280,Q03330,Q03661,Q03750,Q03761,Q03833,Q03940,Q04003,Q04116,Q04226,Q04545,Q04673,Q05021,Q05543,Q05958,Q06337,Q06505,Q06629,Q06679,Q07457,Q07458,Q07794,Q08421,Q08887,Q08923,Q12060,Q12159,Q12345,Q12363,Q12433,Q12692,Q99314
........GO:0000479	2.2	1.2	1.92	25	1125	13	1125	0.0705	1	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P0CX55,P20447,P25627,P34247,P35194,P38333,P40055,P42846,P43586,P47077,P47083,P53743,Q03280,Q04500,Q05022,Q06106,Q06287,Q08746,Q08965,Q12136,Q12220,Q12499,Q3E754,Q99207,Q99216
.......GO:0000478	2.2	1.2	1.92	25	1125	13	1125	0.0705	1	endonucleolytic cleavage involved in rRNA processing	P0CX55,P20447,P25627,P34247,P35194,P38333,P40055,P42846,P43586,P47077,P47083,P53743,Q03280,Q04500,Q05022,Q06106,Q06287,Q08746,Q08965,Q12136,Q12220,Q12499,Q3E754,Q99207,Q99216
.........GO:0000447	2.0	1.1	1.92	23	1125	12	1125	0.087	1	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P0CX55,P25627,P34247,P35194,P38333,P40055,P42846,P43586,P47077,P47083,P53743,Q03280,Q04500,Q05022,Q06106,Q06287,Q08746,Q12136,Q12220,Q12499,Q3E754,Q99207,Q99216
....GO:0044454	5.6	2.9	1.91	63	1125	33	1125	0.00232	0.131	nuclear chromosome part	P02293,P02309,P04911,P06786,P13382,P14832,P15436,P21951,P22579,P25302,P25357,P25588,P29539,P31385,P32504,P32558,P32561,P32657,P33417,P34161,P35189,P35817,P36124,P38121,P38144,P38199,P38255,P38859,P39001,P39520,P39521,P40154,P40505,P43579,P46957,P47037,P47110,P53148,P53168,P53267,P53551,P53946,P53973,P60010,P61830,P80428,Q01454,Q03388,Q03940,Q03973,Q04002,Q04003,Q04116,Q04779,Q05543,Q06629,Q07457,Q07458,Q08649,Q08923,Q12345,Q12692,Q99314
.......GO:0043628	1.9	1.0	1.91	21	1125	11	1125	0.108	1	ncRNA 3'-end processing	P15646,P21269,P29468,P33322,P38351,P38801,P38996,P39927,P42073,P47047,P48240,P53064,P53617,P53725,P89105,Q00416,Q02555,Q06224,Q08162,Q12149,Q3E754
........GO:0003724	1.9	1.0	1.91	21	1125	11	1125	0.108	1	RNA helicase activity	P06634,P10081,P15424,P20447,P20448,P20449,P24384,P24783,P32639,P32892,P36009,P38112,P39517,P47047,Q00416,Q03532,Q04217,Q06218,Q06411,Q07478,Q12389
....GO:0006333	1.7	0.9	1.90	19	1125	10	1125	0.134	1	chromatin assembly or disassembly	P02293,P02309,P04911,P06786,P11632,P13712,P14922,P16649,P32447,P32558,P32597,P32657,P40161,P61830,Q01448,Q02159,Q05123,Q06639,Q12495
....GO:0044451	6.2	3.3	1.89	70	1125	37	1125	0.00142	0.0914	nucleoplasm part	P13393,P14832,P17629,P17890,P19263,P19659,P22579,P23255,P25357,P25441,P25554,P27692,P29468,P31385,P32494,P32558,P32561,P32657,P32776,P35177,P35189,P36053,P36124,P38129,P38255,P38351,P38827,P38931,P39001,P39073,P39927,P40505,P41895,P41896,P42073,P43572,P45976,P48361,P50105,P53040,P53064,P53114,P53165,P53552,P53973,P60010,P80428,P89105,Q01329,Q02336,Q03012,Q03330,Q03750,Q03761,Q04003,Q04226,Q04673,Q04779,Q05021,Q06224,Q06337,Q06629,Q06697,Q07458,Q08649,Q08923,Q12060,Q12433,Q99314,Q99383
....GO:0006289	1.5	0.8	1.89	17	1125	9	1125	0.166	1	nucleotide-excision repair	P14164,P15873,P17629,P18888,P32776,P38351,P46957,P47110,P53064,P53549,P53552,P61830,Q01939,Q02890,Q04673,Q07478,Q12159
......GO:0034661	1.5	0.8	1.89	17	1125	9	1125	0.166	1	ncRNA catabolic process	P22147,P25694,P33309,P38801,P38996,P40327,P47047,P48240,P53044,P53063,P53617,P53725,Q01939,Q02555,Q02792,Q08162,Q12149
.......GO:0006357	10.0	5.3	1.88	113	1125	60	1125	3.43e-05	0.0042	regulation of transcription from RNA polymerase II promoter	O13297,O14467,P00445,P02293,P02309,P04911,P06843,P07248,P09959,P12383,P13574,P14164,P14922,P16649,P17106,P17157,P18480,P18888,P19263,P19659,P20134,P21538,P21957,P22035,P22082,P22147,P22579,P23293,P23615,P25302,P25502,P25554,P27692,P29311,P29547,P31385,P32432,P32447,P32558,P32561,P32591,P32597,P32657,P32776,P33297,P33298,P33299,P33417,P34161,P34219,P35189,P38074,P38144,P38255,P38351,P38827,P38931,P39001,P39073,P39520,P39521,P39678,P39956,P40161,P40466,P40489,P40505,P40535,P41696,P41813,P41895,P41896,P43572,P48361,P52553,P53064,P53082,P53114,P53165,P53272,P53549,P53628,P53973,P80428,P89105,Q00416,Q01448,Q01560,Q01939,Q02336,Q02455,Q02908,Q03063,Q03330,Q03373,Q03833,Q03940,Q03973,Q04116,Q04673,Q04779,Q05123,Q05958,Q06505,Q06629,Q06639,Q06697,Q07794,Q08649,Q08887,Q12363,Q12514,Q12692
.......GO:0016075	1.3	0.7	1.88	15	1125	8	1125	0.208	1	rRNA catabolic process	P22147,P25694,P33309,P38801,P40327,P47047,P48240,P53044,P53063,P53725,Q01939,Q02555,Q02792,Q08162,Q12149
......GO:0006355	17.0	9.1	1.87	191	1125	102	1125	2.88e-08	1e-05	regulation of transcription, DNA-templated	O13297,O14467,P00445,P01120,P02293,P02309,P04807,P04911,P06105,P06843,P07248,P09959,P11412,P11632,P11633,P12383,P13393,P13574,P14164,P14922,P15646,P15790,P15873,P16649,P17106,P17157,P17629,P17890,P18480,P18888,P19263,P19454,P19659,P20134,P21538,P21957,P22035,P22082,P22147,P22579,P23255,P23293,P23615,P25302,P25357,P25502,P25554,P25588,P27692,P29055,P29056,P29311,P29539,P29547,P31385,P32432,P32447,P32494,P32499,P32558,P32561,P32591,P32597,P32657,P32776,P32832,P33297,P33298,P33299,P33417,P34161,P34219,P35177,P35189,P35817,P36053,P36124,P38074,P38129,P38144,P38255,P38351,P38827,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P39705,P39956,P40075,P40154,P40161,P40457,P40466,P40470,P40489,P40505,P40517,P40535,P40553,P41696,P41813,P41895,P41896,P43572,P43579,P43609,P46678,P48361,P49687,P50105,P52553,P53040,P53063,P53064,P53082,P53114,P53165,P53184,P53272,P53276,P53438,P53549,P53551,P53552,P53628,P53946,P53973,P80428,P89105,Q00416,Q01217,Q01448,Q01560,Q01939,Q02206,Q02336,Q02455,Q02642,Q02792,Q02908,Q03012,Q03063,Q03280,Q03330,Q03373,Q03388,Q03661,Q03750,Q03761,Q03790,Q03833,Q03940,Q03973,Q04003,Q04116,Q04226,Q04545,Q04673,Q04779,Q05021,Q05123,Q05543,Q05958,Q06337,Q06505,Q06629,Q06639,Q06679,Q06697,Q07457,Q07458,Q07478,Q07794,Q08421,Q08649,Q08887,Q08923,Q12060,Q12114,Q12159,Q12335,Q12345,Q12363,Q12433,Q12514,Q12692,Q99314
......GO:2001141	17.0	9.1	1.87	191	1125	102	1125	2.88e-08	1e-05	regulation of RNA biosynthetic process	O13297,O14467,P00445,P01120,P02293,P02309,P04807,P04911,P06105,P06843,P07248,P09959,P11412,P11632,P11633,P12383,P13393,P13574,P14164,P14922,P15646,P15790,P15873,P16649,P17106,P17157,P17629,P17890,P18480,P18888,P19263,P19454,P19659,P20134,P21538,P21957,P22035,P22082,P22147,P22579,P23255,P23293,P23615,P25302,P25357,P25502,P25554,P25588,P27692,P29055,P29056,P29311,P29539,P29547,P31385,P32432,P32447,P32494,P32499,P32558,P32561,P32591,P32597,P32657,P32776,P32832,P33297,P33298,P33299,P33417,P34161,P34219,P35177,P35189,P35817,P36053,P36124,P38074,P38129,P38144,P38255,P38351,P38827,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P39705,P39956,P40075,P40154,P40161,P40457,P40466,P40470,P40489,P40505,P40517,P40535,P40553,P41696,P41813,P41895,P41896,P43572,P43579,P43609,P46678,P48361,P49687,P50105,P52553,P53040,P53063,P53064,P53082,P53114,P53165,P53184,P53272,P53276,P53438,P53549,P53551,P53552,P53628,P53946,P53973,P80428,P89105,Q00416,Q01217,Q01448,Q01560,Q01939,Q02206,Q02336,Q02455,Q02642,Q02792,Q02908,Q03012,Q03063,Q03280,Q03330,Q03373,Q03388,Q03661,Q03750,Q03761,Q03790,Q03833,Q03940,Q03973,Q04003,Q04116,Q04226,Q04545,Q04673,Q04779,Q05021,Q05123,Q05543,Q05958,Q06337,Q06505,Q06629,Q06639,Q06679,Q06697,Q07457,Q07458,Q07478,Q07794,Q08421,Q08649,Q08887,Q08923,Q12060,Q12114,Q12159,Q12335,Q12345,Q12363,Q12433,Q12514,Q12692,Q99314
.......GO:1903506	17.0	9.1	1.87	191	1125	102	1125	2.88e-08	1e-05	regulation of nucleic acid-templated transcription	O13297,O14467,P00445,P01120,P02293,P02309,P04807,P04911,P06105,P06843,P07248,P09959,P11412,P11632,P11633,P12383,P13393,P13574,P14164,P14922,P15646,P15790,P15873,P16649,P17106,P17157,P17629,P17890,P18480,P18888,P19263,P19454,P19659,P20134,P21538,P21957,P22035,P22082,P22147,P22579,P23255,P23293,P23615,P25302,P25357,P25502,P25554,P25588,P27692,P29055,P29056,P29311,P29539,P29547,P31385,P32432,P32447,P32494,P32499,P32558,P32561,P32591,P32597,P32657,P32776,P32832,P33297,P33298,P33299,P33417,P34161,P34219,P35177,P35189,P35817,P36053,P36124,P38074,P38129,P38144,P38255,P38351,P38827,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P39705,P39956,P40075,P40154,P40161,P40457,P40466,P40470,P40489,P40505,P40517,P40535,P40553,P41696,P41813,P41895,P41896,P43572,P43579,P43609,P46678,P48361,P49687,P50105,P52553,P53040,P53063,P53064,P53082,P53114,P53165,P53184,P53272,P53276,P53438,P53549,P53551,P53552,P53628,P53946,P53973,P80428,P89105,Q00416,Q01217,Q01448,Q01560,Q01939,Q02206,Q02336,Q02455,Q02642,Q02792,Q02908,Q03012,Q03063,Q03280,Q03330,Q03373,Q03388,Q03661,Q03750,Q03761,Q03790,Q03833,Q03940,Q03973,Q04003,Q04116,Q04226,Q04545,Q04673,Q04779,Q05021,Q05123,Q05543,Q05958,Q06337,Q06505,Q06629,Q06639,Q06679,Q06697,Q07457,Q07458,Q07478,Q07794,Q08421,Q08649,Q08887,Q08923,Q12060,Q12114,Q12159,Q12335,Q12345,Q12363,Q12433,Q12514,Q12692,Q99314
...GO:0044427	8.3	4.4	1.86	93	1125	50	1125	0.000259	0.027	chromosomal part	P02293,P02309,P04911,P06786,P13382,P14832,P15436,P15873,P17106,P17629,P21951,P22579,P23615,P25302,P25357,P25555,P25588,P27692,P29295,P29539,P30822,P31385,P32504,P32558,P32561,P32597,P32657,P33322,P33417,P34161,P35187,P35189,P35817,P36124,P38121,P38144,P38198,P38199,P38255,P38351,P38630,P38859,P38882,P38961,P39001,P39520,P39521,P40154,P40348,P40505,P40553,P43579,P46957,P47037,P47110,P53064,P53148,P53168,P53267,P53276,P53551,P53552,P53946,P53973,P60010,P61830,P80428,P89105,Q00416,Q01454,Q03330,Q03388,Q03707,Q03940,Q03973,Q04002,Q04003,Q04116,Q04779,Q05543,Q06205,Q06629,Q06697,Q07457,Q07458,Q07478,Q08649,Q08923,Q12309,Q12345,Q12495,Q12692,Q99314
........GO:0045944	6.2	3.4	1.84	70	1125	38	1125	0.0021	0.122	positive regulation of transcription from RNA polymerase II promoter	O13297,O14467,P00445,P07248,P09959,P12383,P13574,P14164,P14922,P17106,P18480,P18888,P19263,P19659,P20134,P21957,P22035,P22082,P22147,P22579,P23615,P25302,P25502,P25554,P27692,P29547,P31385,P32432,P32447,P32558,P32561,P32591,P33297,P33298,P33299,P38074,P38144,P38351,P38931,P39001,P39073,P39520,P39521,P39678,P40466,P40505,P40535,P41696,P41813,P41895,P48361,P52553,P53064,P53165,P53549,P53628,P53973,Q01560,Q01939,Q02455,Q03330,Q03833,Q04779,Q05123,Q05958,Q06697,Q08649,Q08887,Q12363,Q12514
.....GO:0006334	1.0	0.5	1.83	11	1125	6	1125	0.33	1	nucleosome assembly	P02309,P13712,P23615,P32447,P32558,P38911,P40161,P53551,Q01448,Q06205,Q12495
.....GO:0071897	1.0	0.5	1.83	11	1125	6	1125	0.33	1	DNA biosynthetic process	P06778,P0C2I9,P13382,P15436,P15873,P21951,P26793,P38121,P46957,P47110,Q03434
.....GO:0019219	18.6	10.2	1.82	209	1125	115	1125	1.94e-08	7.91e-06	regulation of nucleobase-containing compound metabolic process	O13297,O14467,P00445,P01120,P02293,P02309,P02829,P04147,P04807,P04911,P06105,P06786,P06843,P07248,P07259,P07278,P09798,P09959,P11412,P11632,P11633,P12383,P13393,P13574,P14120,P14164,P14922,P15646,P15790,P15873,P16649,P17106,P17157,P17629,P17890,P18480,P18888,P19263,P19454,P19659,P20134,P21538,P21957,P22035,P22082,P22147,P22579,P23255,P23293,P23615,P25302,P25357,P25502,P25554,P25588,P27692,P28707,P29055,P29056,P29311,P29539,P29547,P31378,P31385,P32432,P32447,P32494,P32499,P32558,P32561,P32571,P32591,P32597,P32657,P32776,P32832,P33297,P33298,P33299,P33417,P34161,P34219,P35177,P35187,P35189,P35817,P36053,P36124,P36775,P38074,P38129,P38144,P38255,P38351,P38801,P38803,P38827,P38882,P38883,P38931,P39001,P39073,P39520,P39521,P39678,P39705,P39956,P40075,P40151,P40154,P40161,P40457,P40466,P40470,P40489,P40505,P40517,P40535,P40553,P40562,P41696,P41813,P41895,P41896,P42073,P43572,P43579,P43609,P46678,P48361,P49687,P50105,P52553,P53040,P53063,P53064,P53082,P53114,P53165,P53184,P53272,P53276,P53438,P53549,P53551,P53552,P53628,P53946,P53973,P80428,P89105,Q00416,Q01217,Q01448,Q01560,Q01939,Q02206,Q02336,Q02455,Q02642,Q02792,Q02908,Q03012,Q03063,Q03280,Q03330,Q03373,Q03388,Q03661,Q03750,Q03761,Q03790,Q03833,Q03940,Q03973,Q04003,Q04116,Q04226,Q04545,Q04673,Q04779,Q05021,Q05123,Q05543,Q05958,Q06337,Q06505,Q06629,Q06639,Q06679,Q06697,Q07457,Q07458,Q07478,Q07794,Q08421,Q08649,Q08887,Q08923,Q12060,Q12114,Q12159,Q12335,Q12345,Q12363,Q12433,Q12514,Q12692,Q99314
.....GO:0051252	17.3	9.5	1.82	195	1125	107	1125	6.21e-08	1.6e-05	regulation of RNA metabolic process	O13297,O14467,P00445,P01120,P02293,P02309,P04147,P04807,P04911,P06105,P06843,P07248,P09959,P11412,P11632,P11633,P12383,P13393,P13574,P14120,P14164,P14922,P15646,P15790,P15873,P16649,P17106,P17157,P17629,P17890,P18480,P18888,P19263,P19454,P19659,P20134,P21538,P21957,P22035,P22082,P22147,P22579,P23255,P23293,P23615,P25302,P25357,P25502,P25554,P25588,P27692,P29055,P29056,P29311,P29539,P29547,P31385,P32432,P32447,P32494,P32499,P32558,P32561,P32591,P32597,P32657,P32776,P32832,P33297,P33298,P33299,P33417,P34161,P34219,P35177,P35189,P35817,P36053,P36124,P38074,P38129,P38144,P38255,P38351,P38801,P38827,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P39705,P39956,P40075,P40154,P40161,P40457,P40466,P40470,P40489,P40505,P40517,P40535,P40553,P41696,P41813,P41895,P41896,P42073,P43572,P43579,P43609,P46678,P48361,P49687,P50105,P52553,P53040,P53063,P53064,P53082,P53114,P53165,P53184,P53272,P53276,P53438,P53549,P53551,P53552,P53628,P53946,P53973,P80428,P89105,Q00416,Q01217,Q01448,Q01560,Q01939,Q02206,Q02336,Q02455,Q02642,Q02792,Q02908,Q03012,Q03063,Q03280,Q03330,Q03373,Q03388,Q03661,Q03750,Q03761,Q03790,Q03833,Q03940,Q03973,Q04003,Q04116,Q04226,Q04545,Q04673,Q04779,Q05021,Q05123,Q05543,Q05958,Q06337,Q06505,Q06629,Q06639,Q06679,Q06697,Q07457,Q07458,Q07478,Q07794,Q08421,Q08649,Q08887,Q08923,Q12060,Q12114,Q12159,Q12335,Q12345,Q12363,Q12433,Q12514,Q12692,Q99314
.......GO:1902680	7.2	4.0	1.80	81	1125	45	1125	0.00125	0.0874	positive regulation of RNA biosynthetic process	O13297,O14467,P00445,P01120,P07248,P09959,P12383,P13574,P14164,P14922,P17106,P18480,P18888,P19263,P19659,P20134,P21957,P22035,P22082,P22147,P22579,P23615,P25302,P25502,P25554,P27692,P29547,P31385,P32432,P32447,P32558,P32561,P32591,P33297,P33298,P33299,P36053,P38074,P38144,P38255,P38351,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P40466,P40505,P40535,P41696,P41813,P41895,P48361,P49687,P52553,P53064,P53165,P53276,P53549,P53551,P53628,P53973,P89105,Q01560,Q01939,Q02455,Q03330,Q03790,Q03833,Q04779,Q05123,Q05958,Q06679,Q06697,Q08649,Q08887,Q08923,Q12363,Q12514
........GO:1903508	7.2	4.0	1.80	81	1125	45	1125	0.00125	0.0874	positive regulation of nucleic acid-templated transcription	O13297,O14467,P00445,P01120,P07248,P09959,P12383,P13574,P14164,P14922,P17106,P18480,P18888,P19263,P19659,P20134,P21957,P22035,P22082,P22147,P22579,P23615,P25302,P25502,P25554,P27692,P29547,P31385,P32432,P32447,P32558,P32561,P32591,P33297,P33298,P33299,P36053,P38074,P38144,P38255,P38351,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P40466,P40505,P40535,P41696,P41813,P41895,P48361,P49687,P52553,P53064,P53165,P53276,P53549,P53551,P53628,P53973,P89105,Q01560,Q01939,Q02455,Q03330,Q03790,Q03833,Q04779,Q05123,Q05958,Q06679,Q06697,Q08649,Q08887,Q08923,Q12363,Q12514
.......GO:0045893	7.2	4.0	1.80	81	1125	45	1125	0.00125	0.0874	positive regulation of transcription, DNA-templated	O13297,O14467,P00445,P01120,P07248,P09959,P12383,P13574,P14164,P14922,P17106,P18480,P18888,P19263,P19659,P20134,P21957,P22035,P22082,P22147,P22579,P23615,P25302,P25502,P25554,P27692,P29547,P31385,P32432,P32447,P32558,P32561,P32591,P33297,P33298,P33299,P36053,P38074,P38144,P38255,P38351,P38882,P38931,P39001,P39073,P39520,P39521,P39678,P40466,P40505,P40535,P41696,P41813,P41895,P48361,P49687,P52553,P53064,P53165,P53276,P53549,P53551,P53628,P53973,P89105,Q01560,Q01939,Q02455,Q03330,Q03790,Q03833,Q04779,Q05123,Q05958,Q06679,Q06697,Q08649,Q08887,Q08923,Q12363,Q12514
......GO:0090502	3.2	1.8	1.80	36	1125	20	1125	0.0414	0.999	RNA phosphodiester bond hydrolysis, endonucleolytic	P0C2I9,P0CX55,P20447,P25627,P33309,P34247,P35194,P38333,P38336,P40055,P41812,P42846,P43586,P47077,P47083,P53063,P53743,P53833,Q02555,Q03280,Q03434,Q04500,Q05022,Q05635,Q06106,Q06224,Q06287,Q08162,Q08746,Q08965,Q12136,Q12220,Q12499,Q3E754,Q99207,Q99216
......GO:0043633	0.8	0.4	1.80	9	1125	5	1125	0.422	1	polyadenylation-dependent RNA catabolic process	P24783,P38801,P47047,P48240,P53063,P53725,Q02792,Q08162,Q12149
.....GO:0051445	0.8	0.4	1.80	9	1125	5	1125	0.422	1	regulation of meiotic cell cycle	P09959,P14832,P25357,P32561,P35187,P36124,P38911,P39001,P53860
.....GO:0009896	0.8	0.4	1.80	9	1125	5	1125	0.422	1	positive regulation of catabolic process	P07248,P17157,P25502,P32561,P33299,P40327,P43572,Q06671,Q08649
......GO:0009303	0.8	0.4	1.80	9	1125	5	1125	0.422	1	rRNA transcription	P10964,P13393,P22138,P35169,P46669,P47006,P61830,Q01080,Q02555
......GO:0006261	0.8	0.4	1.80	9	1125	5	1125	0.422	1	DNA-dependent DNA replication	P13382,P14164,P21951,P22082,P32445,P32558,P38859,P53261,Q01454
....GO:0044275	0.8	0.4	1.80	9	1125	5	1125	0.422	1	cellular carbohydrate catabolic process	P06738,P18480,P18888,P22082,P32190,P32356,P32591,P38158,P54838
......GO:0051253	6.7	3.7	1.79	75	1125	42	1125	0.00225	0.128	negative regulation of RNA metabolic process	P02293,P02309,P04911,P06105,P06843,P11412,P13574,P14120,P14164,P14922,P15873,P16649,P17106,P17157,P19263,P19659,P20134,P21957,P22579,P23615,P25588,P27692,P29311,P29539,P31385,P32447,P32499,P32561,P32597,P33417,P34161,P38074,P38255,P38351,P38827,P38931,P39001,P39073,P39520,P39521,P39705,P39956,P40075,P40161,P40466,P40489,P40505,P41813,P42073,P53064,P53082,P53184,P53272,P53973,Q01560,Q01939,Q02336,Q03012,Q03063,Q03373,Q03661,Q03833,Q04003,Q04116,Q04779,Q06629,Q07457,Q07458,Q07478,Q08649,Q12335,Q12345,Q12363,Q12692,Q99314
...GO:0006281	6.0	3.4	1.79	68	1125	38	1125	0.00372	0.177	DNA repair	P02293,P04911,P06778,P11632,P11633,P12887,P13382,P14164,P15873,P17629,P18480,P18888,P21951,P21965,P22082,P22579,P22936,P25588,P26793,P29295,P31378,P32558,P32597,P32776,P32787,P33417,P35187,P35817,P36010,P38086,P38351,P38630,P38850,P38859,P38920,P39705,P40151,P40154,P40348,P40562,P43572,P43583,P43609,P46957,P47037,P47110,P48570,P49687,P53064,P53549,P53552,P53946,P60010,P61830,P80428,Q01454,Q01939,Q02455,Q02890,Q03940,Q04002,Q04673,Q06337,Q07457,Q07478,Q07794,Q08649,Q12159
......GO:0000469	3.0	1.7	1.79	34	1125	19	1125	0.0507	1	cleavage involved in rRNA processing	P0CX55,P20447,P25627,P32495,P34247,P35194,P38333,P38801,P40055,P40693,P42846,P43586,P47047,P47077,P47083,P48240,P53725,P53743,Q03280,Q04500,Q05022,Q06106,Q06287,Q08162,Q08746,Q08965,Q12136,Q12149,Q12220,Q12499,Q3E754,Q6Q547,Q99207,Q99216
........GO:0000470	2.2	1.2	1.79	25	1125	14	1125	0.105	1	maturation of LSU-rRNA	P05737,P0CX84,P10962,P17076,P25582,P29453,P36160,P37838,P38112,P38779,P38803,P38805,P40010,P40078,P40693,P53063,P53261,P53927,Q03532,Q04660,Q06218,Q06511,Q08208,Q12080,Q12389
.......GO:1902679	6.5	3.6	1.78	73	1125	41	1125	0.00274	0.146	negative regulation of RNA biosynthetic process	P02293,P02309,P04911,P06105,P06843,P11412,P13574,P14164,P14922,P15873,P16649,P17106,P17157,P19263,P19659,P20134,P21957,P22579,P23615,P25588,P27692,P29311,P29539,P31385,P32447,P32499,P32561,P32597,P33417,P34161,P38074,P38255,P38351,P38827,P38931,P39001,P39073,P39520,P39521,P39705,P39956,P40075,P40161,P40466,P40489,P40505,P41813,P53064,P53082,P53184,P53272,P53973,Q01560,Q01939,Q02336,Q03012,Q03063,Q03373,Q03661,Q03833,Q04003,Q04116,Q04779,Q06629,Q07457,Q07458,Q07478,Q08649,Q12335,Q12345,Q12363,Q12692,Q99314
...GO:0030684	6.5	3.6	1.78	73	1125	41	1125	0.00274	0.146	preribosome	P05317,P05750,P05755,P0CX37,P0CX84,P10962,P15646,P20447,P20448,P25443,P25582,P29295,P32892,P33201,P33750,P34247,P35194,P36049,P38333,P38779,P38805,P38882,P38961,P39715,P39744,P40007,P40010,P40055,P40078,P40693,P42846,P43586,P47077,P47083,P48164,P48234,P53136,P53254,P53261,P53276,P53742,P53743,P53883,P53914,P53927,P53941,Q02892,Q03532,Q03973,Q04217,Q04347,Q04500,Q04660,Q05022,Q05942,Q06106,Q06287,Q06506,Q06511,Q06631,Q06679,Q07953,Q08208,Q08746,Q08965,Q12136,Q12220,Q12389,Q12460,Q12499,Q12754,Q3E705,Q99207
